is_highlight,gallery_number,title,department,object_type,culture,artist,medium,tags
False,804,Prayer in the Mosque,European Paintings,Painting,,Jean-Léon Gérôme,Oil on canvas,Arches|Columns|Interiors|Mosques|Men|Orientalist
False,604,Francesco Sassetti (1421–1490) and His Son Teodoro,European Paintings,Painting,,Domenico Ghirlandaio (Domenico Bigordi),Tempera on wood,Boys|Men|Portraits
True,624,The Adoration of the Magi,European Paintings,Painting,,Giotto di Bondone,"Tempera on wood, gold ground",Animals|Jesus|Adoration of the Magi|Angels
False,624,Saints Matthew and Francis,European Paintings,Painting,,Giovanni di Paolo (Giovanni di Paolo di Grazia),"Tempera on wood, gold ground",Saint Francis|Saint Matthew
False,602,A Benedictine Monk,European Paintings,Painting,,Hugo van der Goes,Oil on wood,Men|Portraits|Monks
False,825,Sunflowers,European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Sunflowers|Still Life
False,822,Bouquet of Flowers in a Vase,European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Flowers|Still Life
False,825,"First Steps, after Millet",European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Gardens|Children|Men|Women
True,825,Irises,European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Flowers|Still Life
False,825,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Books|Portraits|Women
False,825,Oleanders,European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Flowers|Books|Still Life
False,825,Peasant Woman Cooking by a Fireplace,European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Fireplaces|Women|Cooking
True,825,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Men|Self-portraits
False,822,Shoes,European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Shoes|Still Life
False,822,Roses,European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Still Life|Roses
True,822,Wheat Field with Cypresses,European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Landscapes|Cypresses|Summer
False,822,Women Picking Olives,European Paintings,Painting,,Vincent van Gogh,Oil on canvas,Ladders|Women|Olive Trees
False,626,Portrait of a Man,European Paintings,Painting,,Jan Gossart (called Mabuse),Oil on wood,Men|Portraits
False,626,Virgin and Child,European Paintings,Painting,,Jan Gossart (called Mabuse),Oil on wood,Madonna and Child
False,619,Sebastián Martínez y Pérez (1747–1800),European Paintings,Painting,,Goya (Francisco de Goya y Lucientes),Oil on canvas,Men|Portraits
False,619,"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",European Paintings,Painting,,Goya (Francisco de Goya y Lucientes),Oil on canvas,Men|Portraits
False,619,Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),European Paintings,Painting,,Goya (Francisco de Goya y Lucientes),Oil on canvas,Portraits|Women
True,619,Manuel Osorio Manrique de Zuñiga (1784–1792),European Paintings,Painting,,Goya (Francisco de Goya y Lucientes),Oil on canvas,Birds|Boys|Portraits|Cats
False,619,Majas on a Balcony,European Paintings,Painting,,Goya (Francisco de Goya y Lucientes),Oil on canvas,Balconies|Men|Women
False,625,View of Haarlem and the Haarlemmer Meer,European Paintings,Painting,,Jan van Goyen,Oil on wood,Windmills|Landscapes
False,616,Aegina Visited by Jupiter,European Paintings,Painting,,Jean-Baptiste Greuze,Oil on canvas,Jupiter|Eagles|Female Nudes|Beds
False,616,"Charles Claude de Flahaut (1730–1809), Comte d'Angiviller",European Paintings,Painting,,Jean-Baptiste Greuze,Oil on canvas,Men|Portraits
False,616,Head of a Young Woman,European Paintings,Painting,,Jean-Baptiste Greuze,Oil on canvas,Portraits|Women
False,616,Study of a Woman’s Head,European Paintings,Painting,,Jean-Baptiste Greuze,Oil on wood,Profiles|Women
False,616,Jean Jacques Caffiéri (1725–1792),European Paintings,Painting,,Jean-Baptiste Greuze,Oil on canvas,Men|Portraits
False,620,Fantastic Landscape,European Paintings,Painting,,Francesco Guardi,Oil on canvas,Landscapes|Boats
False,620,Piazza San Marco,European Paintings,Painting,,Francesco Guardi,Oil on canvas,Venice|Buildings|Towers|Cities
False,620,Santa Maria della Salute,European Paintings,Painting,,Francesco Guardi,Oil on canvas,Buildings|Churches|Canals|Boats|Venice
True,601,Samson Captured by the Philistines,European Paintings,Painting,,Guercino (Giovanni Francesco Barbieri),Oil on canvas,Women|Samson
False,601,The Vocation of Saint Aloysius (Luigi) Gonzaga,European Paintings,Painting,,Guercino (Giovanni Francesco Barbieri),Oil on canvas,Cross|Saints|Altars|Men|Crucifixion|Angels
False,619,An Allegory,European Paintings,Painting,,Domenico Guidobono,Oil on canvas,Books|Girls|Women|Birds|Skulls|Cats|Dogs|Allegory
False,627,The Smoker,European Paintings,Painting,,Frans Hals,Oil on wood,Men|Women|Smoking|Pipes
False,626,"Jacob Willemsz van Veen (1456–1535), the Artist's Father",European Paintings,Painting,,Maarten van Heemskerck,Oil on wood,Men|Portraits
False,684,The Musician,European Paintings,Painting,,Bartholomeus van der Helst,Oil on canvas,Musical Instruments|Women|Lutes|Musicians|Music
False,615,The Wedding of Stephen Beckingham and Mary Cox,European Paintings,Painting,,William Hogarth,Oil on canvas,Men|Women|Interiors|Weddings
True,626,Hermann von Wedigh III (died 1560),European Paintings,Painting,,Hans Holbein the Younger,Oil and gold on oak,Men|Portraits|Latin
False,626,"Lady Lee (Margaret Wyatt, born about 1509)",European Paintings,Painting,,Hans Holbein the Younger,Oil and gold on oak,Portraits|Women
False,615,"Mrs. Richard Brinsley Sheridan (Hester Jane Ogle, 1775/76–1817) and Her Son (Charles Brinsley Sheridan, 1796–1843)",European Paintings,Painting,,John Hoppner,Oil on canvas,Women|Boys|Portraits|Mothers
False,615,"Richard Humphreys, the Boxer",European Paintings,Painting,,John Hoppner,Oil on canvas,Men|Portraits|Boxing|Athletes
False,801,"Madame Jacques-Louis Leblanc (Françoise Poncelle, 1788–1839)",European Paintings,Painting,,Jean Auguste Dominique Ingres,Oil on canvas,Portraits|Women
False,801,Edmond Cavé (1794–1852),European Paintings,Painting,,Jean Auguste Dominique Ingres,Oil on canvas,Men|Portraits
False,801,Head of Saint John the Evangelist,European Paintings,Painting,,Jean Auguste Dominique Ingres,"Oil on canvas, laid down on wood",Saint John the Evangelist
False,801,Jacques-Louis Leblanc (1774–1846),European Paintings,Painting,,Jean Auguste Dominique Ingres,Oil on canvas,Men|Portraits
False,801,"Madame Edmond Cavé (Marie-Élisabeth Blavot, born 1810)",European Paintings,Painting,,Jean Auguste Dominique Ingres,Oil on canvas,Profiles|Women|Portraits
False,801,Odalisque in Grisaille,European Paintings,Painting,,Jean Auguste Dominique Ingres,Oil on canvas,Female Nudes|Orientalist
False,603,"Christ Crowned with Thorns (Ecce Homo), and the Mourning Virgin",European Paintings,Painting,,Adriaen Isenbrant,"Oil on canvas, transferred from wood",Cities|Jesus|Christ|Virgin Mary
False,626,Man Weighing Gold,European Paintings,Painting,,Adriaen Isenbrant,Oil on wood,Coins|Men|Portraits|Money|Scales
False,627,Pomegranates and Other Fruit in a Landscape,European Paintings,Painting,,Abraham Brueghel,Oil on canvas,Apples|Grapes|Pomegranates|Lizards|Still Life
False,620,Capriccio with St. Paul's and Old London Bridge,European Paintings,Painting,,Antonio Joli,Oil on canvas,Balconies|Men|Women|Dogs|Rivers|London|Boats
False,812,Honfleur,European Paintings,Painting,,Johan Barthold Jongkind,Oil on canvas,Ships
False,606,The Annunciation,European Paintings,Painting,,Joos van Cleve,Oil on wood,Archangel Gabriel|Annunciation|Doves|Bedrooms|Beds|Virgin Mary
False,627,The Holy Family,European Paintings,Painting,,Joos van Cleve,Oil on wood,Grapes|Women|Holy Family|Fruit|Jesus|Virgin Mary
False,606,The Last Judgment,European Paintings,Painting,,Joos van Cleve,Oil on wood,Male Nudes|Female Nudes|Putti|Last Judgement|Angels|Christ
False,602,The Marriage Feast at Cana,European Paintings,Painting,,Juan de Flandes,Oil on wood,Interiors|Men|Women|Christ
False,602,Saints Michael and Francis,European Paintings,Painting,,Juan de Flandes,"Oil on wood, gold ground",Shields|Dragons|Saint Francis|Saint Michael
False,606,The Adoration of the Magi,European Paintings,Painting,,Justus of Ghent,Distemper on canvas,Men|Adoration of the Magi|Dogs|Virgin Mary|Jesus|Joseph
False,615,"Edward Smith Stanley (1752–1834), Twelfth Earl of Derby, Elizabeth, Countess of Derby (Lady Elizabeth Hamilton, 1753–1797), and Their Son (Edward Smith Stanley, 1775–1851)",European Paintings,Painting,,Angelica Kauffmann,Oil on canvas,Infants|Men|Women|Dogs|Couples|Portraits
False,627,The Lacemaker,European Paintings,Painting,,Bernhard Keil,Oil on canvas,Women|Cats|Needlework
False,625,A Mountainous Landscape with a Waterfall,European Paintings,Painting,,Kerstiaen de Keuninck,Oil on wood,Waterfalls|Mountains|Landscapes
True,829,Mäda Primavesi (1903–2000),European Paintings,Painting,,Gustav Klimt,Oil on canvas,Girls|Portraits
False,626,Portrait of a Young Man; (reverse) Girl Making a Garland,European Paintings,Painting,,Hans Süss von Kulmbach,Oil on poplar,Girls|Men|Portraits|Cats
False,626,The Ascension of Christ,European Paintings,Painting,,Hans Süss von Kulmbach,Oil on fir,Apostles|Christ|Virgin Mary
False,618,Allegory of Music,European Paintings,Painting,,Laurent de La Hyre,Oil on canvas,Birds|Women|Music|Lutes|Violins|Allegory
True,618,The Penitent Magdalen,European Paintings,Painting,,Georges de La Tour,Oil on canvas,Mary Magdalene|Candles|Mirrors|Skulls
True,616,"Self-Portrait with Two Pupils, Marie Gabrielle Capet (1761–1818) and Marie Marguerite Carreaux de Rosemond (died 1788)",European Paintings,Painting,,Adélaïde Labille-Guiard,Oil on canvas,Painting|Self-portraits|Women|Artists
False,808,"Copy after Rubens's ""Wolf and Fox Hunt""",European Paintings,Painting,,Sir Edwin Henry Landseer,Oil on wood,Men|Horse Riding|Foxes|Hunting|Wolves
False,617,Portrait of a Woman and an Enslaved Servant,European Paintings,Painting,,Nicolas de Largillierre (or Largillière),Oil on canvas,Boys|Portraits|Women|Parrots|Dogs|Servants
False,615,"The Calmady Children (Emily, 1818–?1906, and Laura Anne, 1820–1894)",European Paintings,Painting,,Sir Thomas Lawrence,Oil on canvas,Children|Girls|Portraits
True,615,"Elizabeth Farren (born about 1759, died 1829), Later Countess of Derby",European Paintings,Painting,,Sir Thomas Lawrence,Oil on canvas,Portraits|Women
False,621,The Rape of Tamar,European Paintings,Painting,,Eustache Le Sueur,Oil on canvas,Bedrooms|Men|Women
False,623,Study for a Portrait of a Woman,European Paintings,Painting,,Sir Peter Lely (Pieter van der Faes),Oil on canvas,Portraits|Women
False,616,The Interior of an Atelier of a Woman Painter,European Paintings,Painting,,Marie Victoire Lemoine,Oil on canvas,Painting|Interiors|Women|Artists
False,684,The Organ Rehearsal,European Paintings,Painting,,Henry Lerolle,Oil on canvas,Men|Women|Musicians|Singers
False,827,The Grape Harvest,European Paintings,Painting,,Léon-Augustin Lhermitte,Oil on canvas,Grapes|Boys|Men|Women|Working
False,827,The Ropewalk in Edam,European Paintings,Painting,,Max Liebermann,Oil on canvas,Men|Forests|Working
False,621,Tobit Burying the Dead,European Paintings,Painting,,Andrea di Lione,Oil on canvas,Ruins|Men|Dogs|Death
True,606,Madonna and Child,European Paintings,Painting,,Filippino Lippi,"Tempera, oil, and gold on wood",Madonna and Child
True,602,Portrait of a Woman with a Man at a Casement,European Paintings,Painting,,Fra Filippo Lippi,Tempera on wood,Men|Portraits|Profiles|Women
False,620,The Visit,European Paintings,Painting,,Pietro Longhi (Pietro Falca),Oil on canvas,Interiors|Men|Women|Dogs
False,620,The Letter,European Paintings,Painting,,Pietro Longhi (Pietro Falca),Oil on canvas,Girls|Men|Women|Reading|Interiors|Sleeping|Dolls
False,620,The Meeting,European Paintings,Painting,,Pietro Longhi (Pietro Falca),Oil on canvas,Men|Women|Masks
False,620,The Temptation,European Paintings,Painting,,Pietro Longhi (Pietro Falca),Oil on canvas,Interiors|Men|Women|Prostitutes|Servants
False,604,Madonna Adoring the Child with the Infant Saint John the Baptist and an Angel,European Paintings,Painting,,Lorenzo di Credi (Lorenzo d'Andrea d'Oderigo),Tempera on wood,Madonna and Child|Saint John the Baptist|Angels|Christ
False,602,Portrait of a Young Woman,European Paintings,Painting,,Lorenzo di Credi (Lorenzo d'Andrea d'Oderigo),Oil on wood,Portraits|Women
False,624,Abraham,European Paintings,Painting,,Lorenzo Monaco (Piero di Giovanni),"Tempera on wood, gold ground",Abraham|Men
False,624,David,European Paintings,Painting,,Lorenzo Monaco (Piero di Giovanni),"Tempera on wood, gold ground",Musical Instruments|David
False,624,Moses,European Paintings,Painting,,Lorenzo Monaco (Piero di Giovanni),"Tempera on wood, gold ground",Tablets|Moses
False,624,Noah,European Paintings,Painting,,Lorenzo Monaco (Piero di Giovanni),"Tempera on wood, gold ground",Men|Noah
False,626,Brother Gregorio Belo of Vicenza,European Paintings,Painting,,Lorenzo Lotto,Oil on canvas,Books|Crucifixion|Men|Portraits|Christ
True,608,Venus and Cupid,European Paintings,Painting,,Lorenzo Lotto,Oil on canvas,Female Nudes|Cupid|Venus
False,825,"Morning, Interior",European Paintings,Painting,,Maximilien Luce,Oil on canvas,Men|Bedrooms|Dressing|Beds
False,622,The Tame Magpie,European Paintings,Painting,,Alessandro Magnasco,Oil on canvas,Birds|Children|Men|Women|Cats|Barrels
False,810,Mademoiselle V. . . in the Costume of an Espada,European Paintings,Painting,,Edouard Manet,Oil on canvas,Women|Bulls|Horses
False,810,The Brioche,European Paintings,Painting,,Edouard Manet,Oil on canvas,Grapes|Peaches|Flowers|Still Life|Bread
True,818,Boating,European Paintings,Painting,,Edouard Manet,Oil on canvas,Men|Women|Boats
False,810,The Dead Christ with Angels,European Paintings,Painting,,Edouard Manet,Oil on canvas,Snakes|Angels|Christ
False,810,Fishing,European Paintings,Painting,,Edouard Manet,Oil on canvas,Men|Women|Fishing|Dogs|Boats
False,810,The Funeral,European Paintings,Painting,,Edouard Manet,Oil on canvas,Landscapes|Funerals|Paris
False,810,A Matador,European Paintings,Painting,,Edouard Manet,Oil on canvas,Men|Portraits
True,810,Young Lady in 1866,European Paintings,Painting,,Edouard Manet,Oil on canvas,Portraits|Women|Parrots
False,818,The Monet Family in Their Garden at Argenteuil,European Paintings,Painting,,Edouard Manet,"Oil on canvas
",Gardens|Men|Women|Family
True,603,The Adoration of the Shepherds,European Paintings,Painting,,Andrea Mantegna,"Tempera on canvas, transferred from wood",Holy Family|Jesus|Adoration of the Shepherds
False,603,The Holy Family with Saint Mary Magdalen,European Paintings,Painting,,Andrea Mantegna,Distemper on canvas,Holy Family|Mary Magdalene|Jesus
False,603,Madonna and Child with Seraphim and Cherubim,European Paintings,Painting,,Andrea Mantegna,Tempera and gold on wood,Madonna and Child
False,624,Saint Anthony of Padua,European Paintings,Painting,,Maso di Banco,"Tempera on wood, gold ground",Saint Anthony|Books|Men
False,606,The Adoration of the Magi,European Paintings,Painting,,Quinten Massys,Oil on wood,Men|Adoration of the Magi|Virgin Mary|Jesus
False,604,Scenes from the Story of the Argonauts,European Paintings,Painting,,Jacopo di Arcangelo (called Jacopo del Sellaio),"Tempera on wood, gilt ornaments",Soldiers|Horse Riding|Argonauts|Hercules|Centaurs|Dogs|Boats
False,624,"Madonna and Child with the Donor, Pietro de' Lardi, Presented by Saint Nicholas",European Paintings,Painting,,"Master G.Z. (possibly Michele dai Carri, Italian, Ferrara, active by 1405–died 1441 Ferrara)",Tempera and gold on wood,Men|Madonna and Child|Coat of Arms|Saint Nicholas
False,624,Head of Christ,European Paintings,Painting,,Master of the Orcagnesque Misericordia,"Tempera on wood, gold ground",Angels|Christ
False,602,Young Man Holding a Book,European Paintings,Painting,,Master of the View of Sainte Gudule,Oil on wood,Books|Churches|Men|Portraits
False,602,Virgin and Child,European Paintings,Painting,,Master of the Saint Ursula Legend,Oil on wood,Madonna and Child|Nursing
False,827,Changing Pasture,European Paintings,Painting,,Anton Mauve,Oil on canvas,Women|Cows|Landscapes
False,602,Virgin and Child with Saints Catherine of Alexandria and Barbara,European Paintings,Painting,,Hans Memling,Oil on wood,Madonna and Child|Saint Catherine|Musical Instruments|Men|Reading|Angels|Saint Barbara
False,602,Portrait of an Old Man,European Paintings,Painting,,Hans Memling,Oil on wood,Men|Portraits
True,602,"Tommaso di Folco Portinari (1428–1501); Maria Portinari (Maria Maddalena Baroncelli, born 1456)",European Paintings,Painting,,Hans Memling,Oil on wood,Couples|Men|Portraits|Women
False,602,Virgin and Child,European Paintings,Painting,,Hans Memling,Oil on wood,Madonna and Child|Nursing
False,602,Young Woman with a Pink,European Paintings,Painting,,Hans Memling,Oil on wood,Portraits|Women
False,602,Salvator Mundi,European Paintings,Painting,,Hans Memling,Oil on wood,Cross|Christ
False,624,The Marriage of the Virgin,European Paintings,Painting,,Michelino da Besozzo (Michelino de Mulinari),Tempera and gold on wood,Men|Saints|Birds|Joseph|Marriage of the Virgin|Virgin Mary
False,802,Autumn Landscape with a Flock of Turkeys,European Paintings,Painting,,Jean-François Millet,Oil on canvas,Turkeys|Landscapes|Autumn
False,802,Calling the Cows Home,European Paintings,Painting,,Jean-François Millet,Oil on wood,Men|Cows
True,802,Haystacks: Autumn,European Paintings,Painting,,Jean-François Millet,Oil on canvas,Sheep|Landscapes|Haystacks
False,802,Shepherdess Seated on a Rock,European Paintings,Painting,,Jean-François Millet,Oil on wood,Women|Shepherds|Knitting
False,802,Woman with a Rake,European Paintings,Painting,,Jean-François Millet,Oil on canvas,Women|Working|Farms|Haystacks
False,618,The Rest on the Flight into Egypt,European Paintings,Painting,,Pier Francesco Mola,Oil on copper,Donkeys|Holy Family|Angels
False,625,Landscape with a Cottage,European Paintings,Painting,,Pieter de Molijn,Oil on wood,Landscapes
False,809,Dr. Leclenché,European Paintings,Painting,,Claude Monet,Oil on canvas,Men|Portraits|Doctors
False,818,The Green Wave,European Paintings,Painting,,Claude Monet,Oil on canvas,Seascapes|Waves|Boats
False,818,Spring (Fruit Trees in Bloom),European Paintings,Painting,,Claude Monet,Oil on canvas,Trees|Spring
False,818,Landscape: The Parc Monceau,European Paintings,Painting,,Claude Monet,Oil on canvas,Parks|Landscapes|Paris
False,818,The Parc Monceau,European Paintings,Painting,,Claude Monet,Oil on canvas,Parks|Men|Women|Paris
False,818,Vétheuil in Summer,European Paintings,Painting,,Claude Monet,Oil on canvas,Towns|Rivers|Landscapes|Summer
False,819,Bouquet of Sunflowers,European Paintings,Painting,,Claude Monet,Oil on canvas,Sunflowers|Still Life
False,819,Chrysanthemums,European Paintings,Painting,,Claude Monet,Oil on canvas,Flowers|Still Life
False,819,The Manneporte near Étretat,European Paintings,Painting,,Claude Monet,Oil on canvas,Seascapes
False,819,The Four Trees,European Paintings,Painting,,Claude Monet,Oil on canvas,Rivers|Trees
False,819,Haystacks (Effect of Snow and Sun),European Paintings,Painting,,Claude Monet,Oil on canvas,Winter|Haystacks
False,819,Ice Floes,European Paintings,Painting,,Claude Monet,Oil on canvas,Ice|Rivers|Winter
False,819,Rouen Cathedral: The Portal (Sunlight),European Paintings,Painting,,Claude Monet,Oil on canvas,Cathedrals
False,819,Morning on the Seine near Giverny,European Paintings,Painting,,Claude Monet,Oil on canvas,Rivers|Morning
False,819,Ile aux Orties near Vernon,European Paintings,Painting,,Claude Monet,Oil on canvas,Rivers|Landscapes
True,819,Bridge over a Pond of Water Lilies,European Paintings,Painting,,Claude Monet,Oil on canvas,Bridges|Ponds|Water Lilies
True,818,"The Bodmer Oak, Fontainebleau Forest",European Paintings,Painting,,Claude Monet,Oil on canvas,Forests|Oaks
True,818,Garden at Sainte-Adresse,European Paintings,Painting,,Claude Monet,Oil on canvas,Gardens|Men|Women|Seas|Boats
False,818,La Grenouillère,European Paintings,Painting,,Claude Monet,Oil on canvas,Men|Women|Rivers|Boats
False,818,Regatta at Sainte-Adresse,European Paintings,Painting,,Claude Monet,Oil on canvas,Beaches|Seascapes|Boats
False,818,Île aux Fleurs near Vétheuil,European Paintings,Painting,,Claude Monet,Oil on canvas,Rivers|Landscapes
False,608,The Entombment,European Paintings,Painting,,Moretto da Brescia (Alessandro Bonvicino),Oil on canvas,Sadness|Mary Magdalene|Entombment|Christ|Virgin Mary
False,626,Portrait of a Man,European Paintings,Painting,,Moretto da Brescia (Alessandro Bonvicino),Oil on canvas,Men|Portraits
True,824,Young Woman Seated on a Sofa,European Paintings,Painting,,Berthe Morisot,Oil on canvas,Portraits|Women|Flowers
False,626,Lucrezia Agliardi Vertova (1490?–1558),European Paintings,Painting,,Giovanni Battista Moroni,Oil on canvas,Portraits|Women
False,626,Bartolomeo Bonghi (died 1584),European Paintings,Painting,,Giovanni Battista Moroni,Oil on canvas,Men|Portraits
False,623,The Crucifixion,European Paintings,Painting,,Bartolomé Estebán Murillo,Oil on canvas,Cross|Crucifixion|Christ
False,617,Don Andrés de Andrade y la Cal,European Paintings,Painting,,Bartolomé Estebán Murillo,Oil on canvas,Men|Portraits|Dogs
False,616,The Rebuke of Adam and Eve,European Paintings,Painting,,Charles Joseph Natoire,Oil on copper,Cows|Goats|Gods|Adam|Eve|Angels
False,605,Madame Marsollier and Her Daughter,European Paintings,Painting,,Jean Marc Nattier,Oil on canvas,Girls|Women|Portraits
False,626,Moses and Aaron before Pharaoh: An Allegory of the Dinteville Family,European Paintings,Painting,,Master of the Dinteville Allegory,Oil on wood,Men|Serpents|Moses|Aaron
False,606,Virgin and Child with Angels,European Paintings,Painting,,Bernard van Orley,Oil on wood,Madonna and Child|Angels|Fountains|Music|Peacocks
False,605,Dog Guarding Dead Game,European Paintings,Painting,,Jean-Baptiste Oudry,Oil on canvas,Birds|Dogs|Foxes|Still Life
False,605,Ducks Resting in Sunshine,European Paintings,Painting,,Jean-Baptiste Oudry,Oil on canvas,Ducks|Landscapes
False,620,Ancient Rome,European Paintings,Painting,,Giovanni Paolo Panini,Oil on canvas,Sculpture|Monuments|Interiors|Men
False,620,Modern Rome,European Paintings,Painting,,Giovanni Paolo Panini,Oil on canvas,Sculpture|Men|Painting|Lions
False,624,Madonna and Child,European Paintings,Painting,,Paolo di Giovanni Fei,"Tempera on wood, gold ground",Madonna and Child|Nursing
False,623,The Annunciation,European Paintings,Painting,,Girolamo Mazzola Bedoli,Oil on wood,Jesus|Annunciation|Angels|Virgin Mary|Doves|Archangel Gabriel
False,605,The Fair at Bezons,European Paintings,Painting,,Jean-Baptiste Joseph Pater,Oil on canvas,Men|Women|Dancing|Dogs|Crowd
False,757,Our Lady of Guápulo,The American Wing,Painting,Peruvian,Peruvian (Cuzco) Painter|Peruvian Painter,Oil on canvas,Christ|Virgin Mary|Madonna and Child
False,606,Saint John the Baptist; Saint Lucy,European Paintings,Painting,,Perugino (Pietro di Cristoforo Vannucci),Oil(?) on wood,Saint John the Baptist|Men|Women|Saint Lucy
False,620,Saint Christopher Carrying the Infant Christ,European Paintings,Painting,,Giovanni Battista Piazzetta,Oil on canvas,Saint Christopher|Jesus
False,606,The Young Saint John the Baptist,European Paintings,Painting,,Piero di Cosimo (Piero di Lorenzo di Piero d'Antonio),Tempera and oil on wood,Profiles|Saint John the Baptist
False,616,The Death of Harmonia,European Paintings,Painting,,Jean-Baptiste Marie Pierre,Oil on canvas,Men|Death|Women
False,624,Madonna and Child with Angels,European Paintings,Painting,,Pietro di Domenico da Montepulciano,"Tempera on wood, gold ground",Madonna and Child|Musical Instruments|Harps|Mandolins|Angels|Virgin Mary
True,820,"Jalais Hill, Pontoise",European Paintings,Painting,,Camille Pissarro,Oil on canvas,Farms|Landscapes
False,820,"A Cowherd at Valhermeil, Auvers-sur-Oise",European Paintings,Painting,,Camille Pissarro,Oil on canvas,Farms|Cows|Landscapes
False,820,The Public Garden at Pontoise,European Paintings,Painting,,Camille Pissarro,Oil on canvas,Gardens|Human Figures
False,820,Barges at Pontoise,European Paintings,Painting,,Camille Pissarro,Oil on canvas,Rivers|Boats
False,820,Two Young Peasant Women,European Paintings,Painting,,Camille Pissarro,Oil on canvas,Women|Farms
False,820,A Washerwoman at Éragny,European Paintings,Painting,,Camille Pissarro,Oil on canvas,Gardens|Women|Washing|Working
False,820,Bather in the Woods,European Paintings,Painting,,Camille Pissarro,Oil on canvas,Female Nudes|Bathing
False,820,"Poplars, Éragny",European Paintings,Painting,,Camille Pissarro,Oil on canvas,Gardens|Landscapes
False,820,"Morning, An Overcast Day, Rouen",European Paintings,Painting,,Camille Pissarro,Oil on canvas,Cities|Bridges|Rivers|Boats
False,820,Steamboats in the Port of Rouen,European Paintings,Painting,,Camille Pissarro,Oil on canvas,Rivers|Boats
False,820,"Rue de l'Épicerie, Rouen (Effect of Sunlight)",European Paintings,Painting,,Camille Pissarro,Oil on canvas,Markets|Cathedrals|Towns
False,820,The Garden of the Tuileries on a Winter Afternoon,European Paintings,Painting,,Camille Pissarro,Oil on canvas,Paris|Cities|Gardens|Winter
False,820,The Garden of the Tuileries on a Spring Morning,European Paintings,Painting,,Camille Pissarro,Oil on canvas,Gardens|Paris
False,820,The Garden of the Tuileries on a Winter Afternoon,European Paintings,Painting,,Camille Pissarro,Oil on canvas,Paris|Cities|Gardens|Winter
False,820,"Côte des Grouettes, near Pontoise",European Paintings,Painting,,Camille Pissarro,Oil on canvas,Landscapes
True,618,Blind Orion Searching for the Rising Sun,European Paintings,Painting,,Nicolas Poussin,Oil on canvas,Orion|Diana|Landscapes
False,618,The Companions of Rinaldo,European Paintings,Painting,,Nicolas Poussin,Oil on canvas,Shields|Swords|Dragons|Men
False,618,Midas Washing at the Source of the Pactolus,European Paintings,Painting,,Nicolas Poussin,Oil on canvas,Children|Men|Midas|Rivers
False,627,Girl with Cherries,European Paintings,Painting,,Marco d'Oggiono,Oil on wood,Cherries|Girls|Portraits
False,614,Andromache and Astyanax,European Paintings,Painting,,Pierre Paul Prud'hon|Charles Pompée Le Boulanger de Boisfrémont,Oil on canvas,Boys|Men|Women|Andromache
False,614,"Charles Maurice de Talleyrand Périgord (1754–1838), Prince de Talleyrand",European Paintings,Painting,,Pierre Paul Prud'hon,Oil on canvas,Men|Portraits
False,604,Holy Family with an Angel,European Paintings,Painting,,Raffaellino del Garbo (also known as Raffaelle de' Capponi and Raffaelle de' Carli),"Tempera on canvas, transferred from wood",Madonna and Child|Saint Joseph|Angels
False,813,Bouquet in a Chinese Vase,European Paintings,Painting,,Odilon Redon,Oil on canvas,Flowers|Vases|Still Life
False,813,Etruscan Vase with Flowers,European Paintings,Painting,,Odilon Redon,Tempera on canvas,Flowers|Vases|Still Life
False,813,Vase of Flowers (Pink Background),European Paintings,Painting,,Odilon Redon,Oil on canvas,Flowers|Vases
False,804,Salome,European Paintings,Painting,,Henri Regnault,Oil on canvas,Portraits|Women|Orientalist
False,601,Charity,European Paintings,Painting,,Guido Reni,Oil on canvas,Children|Women|Allegory|Nursing
True,601,The Immaculate Conception,European Paintings,Painting,,Guido Reni,Oil on canvas,Angels|Virgin Mary
False,824,"Madame Édouard Bernier (Marie-Octavie-Stéphanie Laurens, 1838–1920)",European Paintings,Painting,,Auguste Renoir,Oil on canvas,Portraits|Women
False,824,Marguerite-Thérèse (Margot) Berard (1874–1956),European Paintings,Painting,,Auguste Renoir,Oil on canvas,Girls|Portraits
False,824,View of the Seacoast near Wargemont in Normandy,European Paintings,Painting,,Auguste Renoir,Oil on canvas,Seas|Landscapes
False,824,Still Life with Peaches,European Paintings,Painting,,Auguste Renoir,Oil on canvas,Peaches|Still Life
False,824,"Hills around the Bay of Moulin Huet, Guernsey",European Paintings,Painting,,Auguste Renoir,Oil on canvas,Hills|Landscapes
False,824,"Tilla Durieux (Ottilie Godeffroy, 1880–1971)",European Paintings,Painting,,Auguste Renoir,Oil on canvas,Portraits|Women
